venueIndex,VenueId,Latitude,Longitude,category,visitedNum,categoryId
51,3fd66200f964a52011e51ee3,40.729047,-73.978457,Nightlife Spot,4,4.0
52,3fd66200f964a52011e81ee3,40.762812,-73.967519,Nightlife Spot,4,4.0
53,3fd66200f964a52011e91ee3,40.730641,-74.002705,Shop & Service,3,8.0
54,3fd66200f964a52011ea1ee3,40.729846,-73.988725,Food,3,3.0
55,3fd66200f964a52011eb1ee3,40.721657,-73.98762,Drink,0,2.0
56,3fd66200f964a52012e41ee3,40.721049,-73.983172,Arts & Entertainment,1,0.0
57,3fd66200f964a52012e51ee3,40.722418,-73.98632,Nightlife Spot,0,4.0
58,3fd66200f964a52013f11ee3,40.714281,-73.965025,Food,0,3.0
59,3fd66200f964a52014e71ee3,40.737557,-74.008188,Food,3,3.0
60,3fd66200f964a52014eb1ee3,40.76308,-73.983832,Arts & Entertainment,11,0.0
61,3fd66200f964a52015e31ee3,40.78482,-73.977128,Nightlife Spot,7,4.0
62,3fd66200f964a52015e51ee3,40.731545,-73.982828,Nightlife Spot,0,4.0
63,3fd66200f964a52015e71ee3,40.73378,-73.999557,Shop & Service,0,8.0
64,3fd66200f964a52015e91ee3,40.736625,-73.990897,Food,12,3.0
65,3fd66200f964a52015eb1ee3,40.763204,-73.984773,Food,3,3.0
66,3fd66200f964a52016e51ee3,40.723067,-73.988504,Nightlife Spot,1,4.0
67,3fd66200f964a52016e81ee3,40.76125,-73.965713,Nightlife Spot,0,4.0
68,3fd66200f964a52016eb1ee3,40.737013,-73.991855,Food,2,3.0
69,3fd66200f964a52017e31ee3,40.782059,-73.97927,Food,19,3.0
70,3fd66200f964a52017e61ee3,40.72534,-73.992491,Nightlife Spot,1,4.0
71,3fd66200f964a52017eb1ee3,40.756644,-73.984492,Food,2,3.0
72,3fd66200f964a52018e41ee3,40.720089,-73.988372,Food,0,3.0
73,3fd66200f964a52018e51ee3,40.725112,-73.981278,Nightlife Spot,2,4.0
74,3fd66200f964a52018e61ee3,40.726986,-73.999844,Food,2,3.0
75,3fd66200f964a52018e71ee3,40.731663,-74.003115,Food,2,3.0
76,3fd66200f964a52018eb1ee3,40.764108,-73.981244,Food,9,3.0
77,3fd66200f964a52019e61ee3,40.736596,-73.988997,Nightlife Spot,11,4.0
78,3fd66200f964a52019e71ee3,40.736499,-74.009196,Arts & Entertainment,0,0.0
79,3fd66200f964a52019eb1ee3,40.724622,-73.995861,Nightlife Spot,5,4.0
80,3fd66200f964a5201ae31ee3,40.735019,-74.003,Food,0,3.0
81,3fd66200f964a5201ae61ee3,40.728898,-73.998128,Food,0,3.0
82,3fd66200f964a5201be41ee3,40.719238,-73.985588,Nightlife Spot,2,4.0
83,3fd66200f964a5201be61ee3,40.722283,-73.999529,Shop & Service,1,8.0
84,3fd66200f964a5201be71ee3,40.731996,-74.003582,Food,2,3.0
85,3fd66200f964a5201beb1ee3,40.745176,-74.009442,Nightlife Spot,2,4.0
86,3fd66200f964a5201ce61ee3,40.726121,-73.992822,Food,2,3.0
87,3fd66200f964a5201de61ee3,40.728378,-73.99954,Arts & Entertainment,9,0.0
88,3fd66200f964a5201dea1ee3,40.756929,-73.985453,Food,24,3.0
89,3fd66200f964a5201deb1ee3,40.738783,-73.98894,Nightlife Spot,2,4.0
90,3fd66200f964a5201ee31ee3,40.719698,-73.987696,Food,3,3.0
91,3fd66200f964a5201ee51ee3,40.728194,-73.981232,Nightlife Spot,0,4.0
92,3fd66200f964a5201ee71ee3,40.733934,-74.002702,Food,0,3.0
93,3fd66200f964a5201ee81ee3,40.755326,-73.968319,Nightlife Spot,0,4.0
94,3fd66200f964a5201eeb1ee3,40.72702,-74.001898,Nightlife Spot,0,4.0
95,3fd66200f964a5201fe51ee3,40.725472,-73.983783,Drink,2,2.0
96,3fd66200f964a5201fe61ee3,40.730517,-74.0002,Arts & Entertainment,1,0.0
97,3fd66200f964a5201fee1ee3,40.672797,-73.983208,Nightlife Spot,1,4.0
98,3fd66200f964a52020e31ee3,40.716347,-73.988543,Food,3,3.0
99,3fd66200f964a52020e61ee3,40.724638,-73.99655,Shop & Service,6,8.0
100,3fd66200f964a52020e71ee3,40.744498,-73.990673,Food,5,3.0
101,3fd66200f964a52020e81ee3,40.780503,-73.981232,Arts & Entertainment,7,0.0
102,3fd66200f964a52021e31ee3,40.727173,-73.988751,Food,3,3.0
103,3fd66200f964a52021e41ee3,40.719854,-73.988492,Nightlife Spot,3,4.0
104,3fd66200f964a52021e71ee3,40.718786,-73.988022,Food,1,3.0
105,3fd66200f964a52021ea1ee3,40.719775,-74.006713,Food,4,3.0
106,3fd66200f964a52021ee1ee3,40.710657,-73.969355,Food,0,3.0
107,3fd66200f964a52022e41ee3,40.718152,-73.990002,Food,0,3.0
108,3fd66200f964a52022e51ee3,40.72417,-73.978871,Food,6,3.0
109,3fd66200f964a52022e71ee3,40.739465,-74.006598,Food,0,3.0
110,3fd66200f964a52023e41ee3,40.752294,-74.008758,Nightlife Spot,6,4.0
111,3fd66200f964a52023e51ee3,40.725325,-73.984125,Food,5,3.0
112,3fd66200f964a52023e61ee3,40.727282,-74.001756,Food,0,3.0
113,3fd66200f964a52023e81ee3,40.772531,-73.983442,Arts & Entertainment,33,0.0
114,3fd66200f964a52023eb1ee3,40.721724,-73.994553,Food,0,3.0
115,3fd66200f964a52024e41ee3,40.719971,-73.987832,Nightlife Spot,7,4.0
116,3fd66200f964a52024e81ee3,40.775148,-73.983103,Arts & Entertainment,0,0.0
117,3fd66200f964a52025e41ee3,40.72488,-73.994685,Nightlife Spot,2,4.0
118,3fd66200f964a52025e51ee3,40.722347,-73.984078,Food,0,3.0
119,3fd66200f964a52025e71ee3,40.730047,-74.003214,Food,0,3.0
120,3fd66200f964a52025eb1ee3,40.728988,-73.988404,Nightlife Spot,6,4.0
121,3fd66200f964a52026e51ee3,40.729444,-73.985883,Food,0,3.0
122,3fd66200f964a52026eb1ee3,40.727117,-73.985617,Nightlife Spot,1,4.0
123,3fd66200f964a52027e31ee3,40.767927,-73.98498,Nightlife Spot,0,4.0
124,3fd66200f964a52027e51ee3,40.722898,-73.983235,Nightlife Spot,4,4.0
125,3fd66200f964a52028e41ee3,40.736885,-73.990731,Nightlife Spot,21,4.0
126,3fd66200f964a52029e31ee3,40.725638,-73.984561,Nightlife Spot,3,4.0
127,3fd66200f964a52029e61ee3,40.730832,-74.000951,Nightlife Spot,8,4.0
128,3fd66200f964a5202ae41ee3,40.727339,-73.986561,Nightlife Spot,0,4.0
129,3fd66200f964a5202ae61ee3,40.730805,-74.000877,Nightlife Spot,0,4.0
130,3fd66200f964a5202be41ee3,40.726104,-73.989213,Nightlife Spot,3,4.0
131,3fd66200f964a5202be71ee3,40.72869,-74.002061,Food,4,3.0
132,3fd66200f964a5202bea1ee3,40.736529,-73.997462,Food,0,3.0
133,3fd66200f964a5202ce31ee3,40.727036,-73.989455,Nightlife Spot,0,4.0
134,3fd66200f964a5202ce41ee3,40.728257,-73.988722,Nightlife Spot,4,4.0
135,3fd66200f964a5202ce51ee3,40.726806,-73.982776,Food,0,3.0
136,3fd66200f964a5202ce61ee3,40.722127,-73.996848,Food,1,3.0
137,3fd66200f964a5202ce71ee3,40.728449,-74.004532,Arts & Entertainment,0,0.0
138,3fd66200f964a5202de51ee3,40.723401,-73.988475,Food,0,3.0
139,3fd66200f964a5202de71ee3,40.731214,-74.002351,Food,0,3.0
140,3fd66200f964a5202ee41ee3,40.728543,-73.984699,Nightlife Spot,1,4.0
141,3fd66200f964a5202ee61ee3,40.730178,-74.000322,Food,9,3.0
142,3fd66200f964a5202ee71ee3,40.738658,-74.005542,Nightlife Spot,2,4.0
143,3fd66200f964a5202ee81ee3,40.780558,-73.981719,Shop & Service,14,8.0
144,3fd66200f964a5202fe41ee3,40.724315,-73.988056,Nightlife Spot,8,4.0
145,3fd66200f964a5202fe81ee3,40.778364,-73.981633,Food,13,3.0
146,3fd66200f964a52030e81ee3,40.777556,-73.979172,Nightlife Spot,0,4.0
147,3fd66200f964a52030ea1ee3,40.763063,-73.976067,Food,0,3.0
148,3fd66200f964a52032e91ee3,40.73429,-73.992556,Arts & Entertainment,7,0.0
149,3fd66200f964a52032eb1ee3,40.732024,-74.001359,Food,0,3.0
150,3fd66200f964a52033e61ee3,40.72478,-73.994703,Nightlife Spot,1,4.0
151,3fd66200f964a52033e71ee3,40.735482,-74.006074,Food,0,3.0
152,3fd66200f964a52033ea1ee3,40.722185,-74.009593,Food,0,3.0
153,3fd66200f964a52033eb1ee3,40.715587,-73.998151,Food,5,3.0
154,3fd66200f964a52034e31ee3,40.763935,-73.976434,Food,1,3.0
155,3fd66200f964a52034e81ee3,40.771142,-73.983464,Food,1,3.0
156,3fd66200f964a52034e91ee3,40.760781,-73.984337,Food,15,3.0
157,3fd66200f964a52034ea1ee3,40.760243,-73.975068,Food,19,3.0
158,3fd66200f964a52034eb1ee3,40.719455,-73.996361,Food,0,3.0
159,3fd66200f964a52034ee1ee3,40.671336,-73.984395,Nightlife Spot,0,4.0
160,3fd66200f964a52035e41ee3,40.731698,-73.989227,Arts & Entertainment,137,0.0
161,3fd66200f964a52035e81ee3,40.775648,-73.980065,Nightlife Spot,6,4.0
162,3fd66200f964a52035eb1ee3,40.73609,-73.991781,Nightlife Spot,2,4.0
163,3fd66200f964a52036e31ee3,40.728533,-73.987809,Food,1,3.0
164,3fd66200f964a52036e41ee3,40.729617,-73.989798,Nightlife Spot,3,4.0
165,3fd66200f964a52036e61ee3,40.728301,-73.99939,Arts & Entertainment,3,0.0
166,3fd66200f964a52036e71ee3,40.730465,-74.00426,Nightlife Spot,3,4.0
167,3fd66200f964a52036ea1ee3,40.728425,-73.987276,Food,7,3.0
168,3fd66200f964a52036eb1ee3,40.74789,-74.004466,Nightlife Spot,3,4.0
169,3fd66200f964a52037e31ee3,40.714464,-73.999116,Food,17,3.0
170,3fd66200f964a52037e41ee3,40.731719,-73.98541,Nightlife Spot,1,4.0
171,3fd66200f964a52037e71ee3,40.734068,-74.006369,Food,2,3.0
172,3fd66200f964a52037eb1ee3,40.75563,-73.98234,Travel & Transport,7,9.0
173,3fd66200f964a52038e31ee3,40.72583,-74.008384,Nightlife Spot,0,4.0
174,3fd66200f964a52038e41ee3,40.733548,-73.991029,Shop & Service,26,8.0
175,3fd66200f964a52038eb1ee3,40.724481,-73.993388,Nightlife Spot,1,4.0
176,3fd66200f964a52039e31ee3,40.722555,-73.987872,Food,0,3.0
177,3fd66200f964a52039eb1ee3,40.735808,-74.005989,Nightlife Spot,6,4.0
178,3fd66200f964a52039f11ee3,40.703037,-73.987804,Shop & Service,2,8.0
179,3fd66200f964a5203ae31ee3,40.727869,-73.985672,Food,3,3.0
180,3fd66200f964a5203ae81ee3,40.780569,-73.976475,Food,3,3.0
181,3fd66200f964a5203af11ee3,40.689542,-73.991534,Nightlife Spot,0,4.0
182,3fd66200f964a5203be51ee3,40.727853,-73.979126,Food,1,3.0
183,3fd66200f964a5203be71ee3,40.735893,-74.005204,Food,17,3.0
184,3fd66200f964a5203be81ee3,40.78538,-73.97302,Nightlife Spot,0,4.0
185,3fd66200f964a5203de31ee3,40.760683,-73.98998,Food,4,3.0
186,3fd66200f964a5203de41ee3,40.729397,-73.987718,Nightlife Spot,0,4.0
187,3fd66200f964a5203de71ee3,40.732431,-74.001749,Nightlife Spot,9,4.0
188,3fd66200f964a5203de81ee3,40.786242,-73.976084,Food,0,3.0
189,3fd66200f964a5203ee31ee3,40.763523,-73.975378,Food,0,3.0
190,3fd66200f964a5203ee41ee3,40.72707,-73.991906,Nightlife Spot,8,4.0
191,3fd66200f964a5203ee71ee3,40.731094,-74.002845,Shop & Service,4,8.0
192,3fd66200f964a5203ee91ee3,40.723295,-73.988515,Nightlife Spot,5,4.0
193,3fd66200f964a5203eea1ee3,40.703471,-74.011298,Food,8,3.0
194,3fd66200f964a5203eeb1ee3,40.735519,-73.97953,Food,0,3.0
195,3fd66200f964a5203fe41ee3,40.732841,-73.985863,Nightlife Spot,4,4.0
196,3fd66200f964a5203fe51ee3,40.728616,-73.980504,Drink,0,2.0
197,3fd66200f964a5203fe61ee3,40.721498,-73.996601,Shop & Service,2,8.0
198,3fd66200f964a5203fea1ee3,40.785899,-73.972687,Food,6,3.0
199,3fd66200f964a52040e41ee3,40.734958,-73.98873,Nightlife Spot,3,4.0
200,3fd66200f964a52040e71ee3,40.734081,-74.004268,Food,1,3.0
201,3fd66200f964a52040e81ee3,40.782317,-73.981113,Food,6,3.0
202,3fd66200f964a52041e51ee3,40.727655,-73.985342,Nightlife Spot,0,4.0
203,3fd66200f964a52041eb1ee3,40.755144,-73.971079,Food,7,3.0
204,3fd66200f964a52042e31ee3,40.750866,-73.986644,Food,9,3.0
205,3fd66200f964a52042e81ee3,40.784323,-73.977559,Nightlife Spot,6,4.0
206,3fd66200f964a52042eb1ee3,40.731946,-74.001399,Food,2,3.0
207,3fd66200f964a52044e31ee3,40.72167,-73.99737,Food,1,3.0
208,3fd66200f964a52044e51ee3,40.727252,-73.985422,Nightlife Spot,1,4.0
209,3fd66200f964a52044e61ee3,40.727177,-74.000484,Food,13,3.0
210,3fd66200f964a52044e71ee3,40.741967,-73.978064,Nightlife Spot,1,4.0
211,3fd66200f964a52044e81ee3,40.783453,-73.979126,Nightlife Spot,10,4.0
212,3fd66200f964a52044e91ee3,40.722077,-74.003571,Food,5,3.0
213,3fd66200f964a52044ea1ee3,40.771135,-73.959623,Food,2,3.0
214,3fd66200f964a52044eb1ee3,40.74531,-73.978421,Food,25,3.0
215,3fd66200f964a52045e71ee3,40.745402,-73.978386,Nightlife Spot,11,4.0
216,3fd66200f964a52045ea1ee3,40.746273,-73.977657,Food,0,3.0
217,3fd66200f964a52046e51ee3,40.729991,-73.979815,Nightlife Spot,2,4.0
218,3fd66200f964a52046e71ee3,40.745949,-73.977803,Nightlife Spot,6,4.0
219,3fd66200f964a52047e51ee3,40.72975,-73.97846,Nightlife Spot,4,4.0
220,3fd66200f964a52047e71ee3,40.746245,-73.977551,Nightlife Spot,6,4.0
221,3fd66200f964a52047ea1ee3,40.760211,-73.988969,Food,1,3.0
222,3fd66200f964a52048e31ee3,40.734895,-74.003155,Food,0,3.0
223,3fd66200f964a52048e81ee3,40.785896,-73.976871,Drink,2,2.0
224,3fd66200f964a52048ee1ee3,40.713903,-73.951593,Food,5,3.0
225,3fd66200f964a52049e31ee3,40.719677,-73.98769,Nightlife Spot,0,4.0
226,3fd66200f964a52049e71ee3,40.745034,-73.975688,Food,0,3.0
227,3fd66200f964a52049e81ee3,40.7828,-73.973415,Food,2,3.0
228,3fd66200f964a5204ae41ee3,40.734758,-73.992803,Outdoors & Recreation,1,5.0
229,3fd66200f964a5204ae71ee3,40.740793,-73.981732,Food,0,3.0
230,3fd66200f964a5204ae91ee3,40.725733,-73.983809,Nightlife Spot,0,4.0
231,3fd66200f964a5204ceb1ee3,40.738116,-73.987964,Food,2,3.0
232,3fd66200f964a5204de31ee3,40.725665,-73.999281,Food,5,3.0
233,3fd66200f964a5204de41ee3,40.72696,-73.989061,Food,0,3.0
234,3fd66200f964a5204de61ee3,40.721971,-73.996406,Food,0,3.0
235,3fd66200f964a5204de71ee3,40.748354,-73.976624,Food,4,3.0
236,3fd66200f964a5204dea1ee3,40.774436,-73.957293,Food,0,3.0
237,3fd66200f964a5204deb1ee3,40.760486,-73.97438,Drink,0,2.0
238,3fd66200f964a5204ee41ee3,40.736547,-73.990845,Food,33,3.0
239,3fd66200f964a5204ef11ee3,40.746322,-73.899288,Food,1,3.0
240,3fd66200f964a5204fe31ee3,40.734541,-73.987873,Nightlife Spot,4,4.0
241,3fd66200f964a5204fe71ee3,40.743644,-73.983888,Food,224,3.0
242,3fd66200f964a52050e61ee3,40.726298,-74.001899,Food,4,3.0
243,3fd66200f964a52050e81ee3,40.783335,-73.978265,Food,3,3.0
244,3fd66200f964a52051e41ee3,40.734668,-73.987763,Nightlife Spot,0,4.0
245,3fd66200f964a52051e61ee3,40.730075,-74.000406,Arts & Entertainment,11,0.0
246,3fd66200f964a52051e81ee3,40.784032,-73.977743,Nightlife Spot,0,4.0
247,3fd66200f964a52051e91ee3,40.734011,-73.992871,Food,0,3.0
248,3fd66200f964a52051eb1ee3,40.751721,-73.970707,Nightlife Spot,0,4.0
249,3fd66200f964a52052e31ee3,40.738554,-73.983285,Nightlife Spot,0,4.0
250,3fd66200f964a52052e61ee3,40.729684,-73.999758,Drink,1,2.0
251,3fd66200f964a52052e71ee3,40.748696,-73.975924,Nightlife Spot,2,4.0
252,3fd66200f964a52052f11ee3,40.718282,-73.945005,Nightlife Spot,0,4.0
253,3fd66200f964a52053e31ee3,40.779649,-73.950588,Food,0,3.0
254,3fd66200f964a52053e61ee3,40.722875,-73.996834,Shop & Service,15,8.0
255,3fd66200f964a52053e71ee3,40.742022,-73.977642,Nightlife Spot,0,4.0
256,3fd66200f964a52053eb1ee3,40.721971,-74.004228,Travel & Transport,6,9.0
257,3fd66200f964a52054e51ee3,40.725461,-73.984077,Food,1,3.0
258,3fd66200f964a52054e81ee3,40.783109,-73.980045,Arts & Entertainment,4,0.0
259,3fd66200f964a52054e91ee3,40.727119,-73.993104,Food,1,3.0
260,3fd66200f964a52054f11ee3,40.686906,-73.97574,Nightlife Spot,0,4.0
261,3fd66200f964a52055e41ee3,40.723602,-73.989571,Food,4,3.0
262,3fd66200f964a52055e71ee3,40.749611,-73.979746,Travel & Transport,0,9.0
263,3fd66200f964a52056e31ee3,40.738262,-74.002265,Food,0,3.0
264,3fd66200f964a52056e71ee3,40.745212,-73.978328,Nightlife Spot,10,4.0
265,3fd66200f964a52056ea1ee3,40.764259,-73.978758,Food,2,3.0
266,3fd66200f964a52056ee1ee3,40.718833,-73.956621,Food,4,3.0
267,3fd66200f964a52057e31ee3,40.716778,-74.008142,Food,0,3.0
268,3fd66200f964a52057e61ee3,40.730188,-74.000373,Drink,0,2.0
269,3fd66200f964a52057e71ee3,40.745107,-73.97835,Food,23,3.0
270,3fd66200f964a52057e91ee3,40.72947,-73.987985,Nightlife Spot,1,4.0
271,3fd66200f964a52057ee1ee3,40.695272,-73.995855,Food,3,3.0
272,3fd66200f964a52058e41ee3,40.728602,-73.989962,Nightlife Spot,14,4.0
273,3fd66200f964a52058e51ee3,40.723509,-73.982966,Food,1,3.0
274,3fd66200f964a52058e71ee3,40.745995,-73.977863,Nightlife Spot,1,4.0
275,3fd66200f964a52058e91ee3,40.773002,-73.955541,Food,0,3.0
276,3fd66200f964a52058ea1ee3,40.753749,-73.973438,Food,12,3.0
277,3fd66200f964a52058eb1ee3,40.729371,-73.98795,Food,2,3.0
278,3fd66200f964a52058f11ee3,40.687342,-73.990206,Food,0,3.0
279,3fd66200f964a52059e41ee3,40.729452,-73.987052,Nightlife Spot,0,4.0
280,3fd66200f964a52059e61ee3,40.729469,-74.001852,Drink,5,2.0
281,3fd66200f964a52059ea1ee3,40.752213,-73.977613,Food,16,3.0
282,3fd66200f964a52059eb1ee3,40.742383,-73.99694,Food,1,3.0
283,3fd66200f964a5205ae31ee3,40.726743,-73.989037,Food,0,3.0
284,3fd66200f964a5205ae41ee3,40.732348,-73.987813,Nightlife Spot,2,4.0
285,3fd66200f964a5205ae71ee3,40.745522,-73.978018,Food,14,3.0
286,3fd66200f964a5205ae91ee3,40.740601,-73.998214,Food,12,3.0
287,3fd66200f964a5205be41ee3,40.72952,-73.989779,Nightlife Spot,2,4.0
288,3fd66200f964a5205be81ee3,40.803132,-73.964,Nightlife Spot,0,4.0
289,3fd66200f964a5205bf11ee3,40.703203,-73.991205,Food,0,3.0
290,3fd66200f964a5205ce81ee3,40.79396,-73.970488,Nightlife Spot,1,4.0
291,3fd66200f964a5205ce91ee3,40.726041,-74.001433,Food,1,3.0
292,3fd66200f964a5205de31ee3,40.726138,-73.986105,Food,5,3.0
293,3fd66200f964a5205de41ee3,40.738263,-73.987838,Food,4,3.0
294,3fd66200f964a5205de91ee3,40.759031,-73.984131,Nightlife Spot,0,4.0
295,3fd66200f964a5205dea1ee3,40.722186,-73.997124,Food,4,3.0
296,3fd66200f964a5205deb1ee3,40.7217,-73.957591,Nightlife Spot,12,4.0
297,3fd66200f964a5205dee1ee3,40.716582,-73.95902,Drink,0,2.0
298,3fd66200f964a5205ee31ee3,40.744451,-73.974867,Food,7,3.0
299,3fd66200f964a5205fe41ee3,40.730928,-73.991353,Shop & Service,16,8.0
300,3fd66200f964a5205fe91ee3,40.733522,-73.999626,Food,15,3.0
301,3fd66200f964a52060e31ee3,40.746352,-74.000837,Nightlife Spot,0,4.0
302,3fd66200f964a52060e71ee3,40.742407,-73.980599,Nightlife Spot,0,4.0
303,3fd66200f964a52060e81ee3,40.798841,-73.963061,Nightlife Spot,41,4.0
304,3fd66200f964a52061e41ee3,40.736828,-73.990645,Food,20,3.0
305,3fd66200f964a52061e51ee3,40.723974,-73.978844,Arts & Entertainment,1,0.0
306,3fd66200f964a52061e61ee3,40.725729,-74.001927,Food,0,3.0
307,3fd66200f964a52062e41ee3,40.736869,-73.991345,Food,10,3.0
308,3fd66200f964a52062e61ee3,40.721567,-73.995591,Food,7,3.0
309,3fd66200f964a52062eb1ee3,40.690422,-73.995217,Nightlife Spot,0,4.0
310,3fd66200f964a52063e31ee3,40.745039,-73.997717,Nightlife Spot,0,4.0
311,3fd66200f964a52063e41ee3,40.725019,-73.990535,Drink,0,2.0
312,3fd66200f964a52063e61ee3,40.722104,-73.996693,Nightlife Spot,0,4.0
313,3fd66200f964a52064e31ee3,40.805624,-73.965627,Food,4,3.0
314,3fd66200f964a52064e91ee3,40.788547,-73.976968,Nightlife Spot,11,4.0
315,3fd66200f964a52064eb1ee3,40.690824,-73.997812,Nightlife Spot,0,4.0
316,3fd66200f964a52065e91ee3,40.745226,-73.998213,Food,0,3.0
317,3fd66200f964a52065ea1ee3,40.727454,-73.984766,Drink,0,2.0
318,3fd66200f964a52065eb1ee3,40.719434,-73.955927,Nightlife Spot,2,4.0
319,3fd66200f964a52066e31ee3,40.761454,-73.981956,Food,0,3.0
320,3fd66200f964a52066e81ee3,40.802288,-73.950451,Food,4,3.0
321,3fd66200f964a52066ea1ee3,40.736982,-74.002197,Food,5,3.0
322,3fd66200f964a52067e41ee3,40.72932,-73.987965,Nightlife Spot,3,4.0
323,3fd66200f964a52067e51ee3,40.738676,-73.987436,Food,1,3.0
324,3fd66200f964a52067e61ee3,40.714642,-73.997642,Food,11,3.0
325,3fd66200f964a52067e71ee3,40.742355,-73.985032,Food,7,3.0
326,3fd66200f964a52067e81ee3,40.814755,-73.958872,Food,4,3.0
327,3fd66200f964a52067e91ee3,40.737216,-73.989348,Nightlife Spot,8,4.0
328,3fd66200f964a52068e31ee3,40.736419,-73.98688,Nightlife Spot,1,4.0
329,3fd66200f964a52068e91ee3,40.783987,-73.977846,Food,1,3.0
330,3fd66200f964a52069e31ee3,40.729159,-73.988883,Nightlife Spot,4,4.0
331,3fd66200f964a52069e61ee3,40.718313,-74.000739,Food,2,3.0
332,3fd66200f964a52069e71ee3,40.742334,-73.983855,Food,2,3.0
333,3fd66200f964a52069e81ee3,40.808766,-73.944642,Food,1,3.0
334,3fd66200f964a52069eb1ee3,40.718495,-73.960032,Food,0,3.0
335,3fd66200f964a5206ae41ee3,40.724703,-73.987855,Nightlife Spot,0,4.0
